timestamp,volume,close,high,low,open
1609459200,255.75456929,29275.0,29472.64,28700.0,28926.16
1609473600,85.05490378,29092.8,29383.5,28810.86,29275.42
1609488000,133.8757143,29316.84,29399.0,28879.24,29094.27
1609502400,196.78744358,29185.6,29595.0,29028.25,29318.77
1609516800,79.3571218,29031.44,29358.25,28640.78,29185.35
1609531200,31.03857484,29330.0,29330.0,28895.36,29031.87
1609545600,110.8087409,29348.02,29463.75,28955.96,29330.0
1609560000,173.03225289,29744.78,29808.0,29219.58,29348.02
1609574400,197.51392188,29756.54,29886.0,29480.8,29744.86
1609588800,761.50276789,31696.15,31799.28,29742.97,29752.24
1609603200,466.72414892,33020.72,33293.89,31691.67,31691.67
1609617600,548.10261654,32178.82,33061.46,30363.88,33026.44
1609632000,372.06422021,32583.43,32877.39,31974.81,32186.88
1609646400,638.95606141,34454.44,34752.0,32465.77,32574.92
1609660800,325.17256608,34414.77,34656.6,33449.84,34441.48
1609675200,439.70003304,33522.93,34583.67,32768.27,34410.34
1609689600,307.74165212,32758.21,33819.69,32310.4,33514.19
1609704000,184.09812669,33004.14,33855.0,32680.81,32773.88
1609718400,327.60950694,33507.9,33576.4,32418.47,33011.65
1609732800,663.6618554,32075.42,33579.57,31600.0,33506.01
1609747200,1355.62888499,30743.12,32550.52,27653.81,32095.71
1609761600,579.5088271,31716.09,32180.33,30459.26,30743.12
1609776000,649.34384241,31653.28,31890.49,30614.88,31732.34
1609790400,503.77926564,32000.08,32021.5,30852.71,31659.6
1609804800,705.41493241,31177.1,32828.57,31072.23,31996.7
1609819200,717.95767747,30813.67,31536.07,29888.082,31185.99
1609833600,410.12842301,31782.92,31857.37,30820.26,30820.26
1609848000,268.46986562,32097.68,32391.72,31115.44,31787.57
1609862400,475.03435699,33705.65,34194.35,31773.53,32096.26
1609876800,207.61738619,33932.3,34363.63,33368.88,33701.17
1609891200,200.2646394,34128.01,34163.1,33309.94,33942.11
1609905600,463.44284915,34662.68,35743.73,34119.5,34128.01
1609920000,366.11813425,34890.59,35187.75,33580.0,34669.94
1609934400,234.7580007,34572.96,35062.24,34054.99,34904.35
1609948800,182.50968575,34839.01,35688.0,34362.78,34568.48
1609963200,308.36093995,36733.03,36921.52,34300.0,34832.17
1609977600,309.75975288,37454.14,37664.0,36451.11,36752.51
1609992000,251.80715499,36845.43,37668.19,36704.86,37448.38
1610006400,202.54967107,37832.63,37928.02,36300.01,36859.71
1610020800,292.89121751,38950.0,38950.0,37530.82,37819.33
1610035200,1022.63120893,39052.98,40331.19,36625.74,38950.0
1610049600,374.06510172,39439.56,39964.36,38383.83,39048.77
1610064000,544.75836305,38346.98,39705.4,36545.0,39435.91
1610078400,275.33615136,38935.91,39113.53,37561.0,38347.73
1610092800,474.26446609,41280.28,41502.68122,38217.34,38930.12
1610107200,578.47604041,40819.14,41900.0,39800.0,41279.49
1610121600,309.15242516,40359.12,41602.69,39800.0,40819.15
1610136000,369.74445269,40586.09,40935.07,38666.67,40367.39
1610150400,258.10206702,40222.47,40973.85,39496.6,40582.93
1610164800,362.01803913,39643.31,40481.45,38754.82,40213.61
1610179200,251.82201033,40547.46,41205.44,39311.78,39643.31
1610193600,196.33000639,40535.29,41375.23,40213.79,40555.23
1610208000,138.0577701,40657.14,40879.52,39883.66,40523.13
1610222400,141.9195737,40091.83,40764.81,39931.12,40660.98
1610236800,243.58433516,40325.44,41329.73,40087.63,40089.83
1610251200,150.58126423,40975.69,41060.6,40084.9,40329.06
1610265600,375.7824476,39181.1,41036.36,38900.0,40987.99
1610280000,279.55672694,39683.5,40098.4,38500.0,39168.6
1610294400,381.69581202,37475.29,39754.75,37162.8,39680.56
1610308800,673.4085509,38180.08,38995.69,35223.2,37464.44
1610323200,1495.31594569,35398.39,38261.84,33580.0,38172.43
1610337600,1472.62526015,34369.11,35983.37,32540.9,35431.81
1610352000,532.34899956,34176.54,36333.01,34063.4,34373.03
1610366400,1398.54990368,31567.49,35101.66,31000.0,34194.39
1610380800,961.36950195,32266.56,33557.13,30424.8,31567.49
1610395200,520.21359998,35395.69,35617.84,31434.73,32259.18
1610409600,542.62283556,34969.73,35519.87,33703.12,35430.0
1610424000,510.36703449,36413.92,36612.12,34540.0,34980.23
1610438400,296.69321889,35396.19,36490.24,34792.76,36408.95
1610452800,749.10017254,33820.16,35675.12,32554.56,35400.15
1610467200,231.27714898,34696.97,35530.15,33824.64,33827.45
1610481600,402.48003894,34060.98,35044.75,33300.16,34687.96
1610496000,509.27296646,33807.77,34382.96,32415.0,34047.25
1610510400,310.14589316,34977.65,35160.14,32814.77,33821.03
1610524800,293.74967443,34385.65,35227.27,34212.18,34984.41
1610539200,172.65956019,34664.09,35100.0,34027.59,34387.2
1610553600,136.06353383,35990.37,36176.68,34396.68,34669.26
1610568000,247.46458049,37369.25,37789.66,35725.03,35999.17
1610582400,199.90607476,37057.81,38148.88,37009.25,37367.06
1610596800,435.41335483,38216.06,38583.38,36732.66,37048.95
1610611200,186.20488551,38358.94,38775.5,37862.03,38200.53
1610625600,354.05313532,39536.22,40105.93,37719.56,38360.34
1610640000,150.62553831,39866.15,39999.0,39222.52,39538.45
1610654400,161.856678,39157.15,39955.42,38282.33,39876.07
1610668800,185.14339483,38711.07,39733.9,38447.38,39147.92
1610683200,183.24056295,38472.52,38846.22,37601.0,38697.03
1610697600,108.38566342,38102.03,38776.11,37935.55,38479.65
1610712000,427.46540819,35630.0,38191.47,35300.0,38117.02
1610726400,565.90353815,35205.87,36404.48,34417.33,35631.11
1610740800,193.95770917,36739.21,36875.89,34821.02,35218.04
1610755200,323.82986841,36539.11,37659.93,36000.0,36740.35
1610769600,172.41393575,36588.47,36947.57,35525.16,36535.12
1610784000,170.19734564,37662.17,37928.27,36391.64,36575.53
1610798400,221.29940567,37418.81,37873.48,36700.77,37662.18
1610812800,136.71714177,36378.59,37708.32,36200.0,37440.23
1610827200,310.37565586,36008.08,36777.75,35000.0,36380.44
1610841600,475.20192259,36203.8,36722.78,35495.56,36009.71
1610856000,475.40317622,34775.92,36380.0,34532.96,36188.08
1610870400,273.34843287,35270.65,35382.44,33858.62,34777.86
1610884800,230.03827064,35739.29,35967.2,34700.0,35272.37
1610899200,93.79100078,35635.33,36156.84,35529.08,35729.97
1610913600,138.75062593,35839.32,36846.5,35559.13,35634.64
1610928000,153.31850669,35096.96,36208.15,34848.48,35835.74
1610942400,195.3938358,36115.77,36258.82,34786.46,35100.48
1610956800,195.58045813,36449.83,36627.45,35792.81,36103.91
1610971200,479.74593118,36418.05,37543.25,36067.78,36457.13
1610985600,125.51206154,35962.72,36570.7,35400.0,36418.25
1611000000,57.95673431,36626.12,36774.13,35827.69,35963.51
1611014400,199.47017249,36477.91,37304.31,36382.87,36632.69
1611028800,219.75452612,37066.43,37121.85,36170.0,36477.37
1611043200,298.66945642,37269.69,37525.6,36753.92,37067.86
1611057600,163.87659135,37303.57,37450.0,36650.0,37282.0
1611072000,321.75831842,36300.65,37878.78,36034.67,37320.55
1611086400,130.75058114,35892.35,36769.96,35876.0,36293.9
1611100800,581.82156679,35051.34,36401.0,34848.48,35883.82
1611115200,336.63815373,35676.57,35800.0,34759.0,35062.23
1611129600,337.28440444,34409.74,35940.67,34000.0,35681.63
1611144000,168.04547928,34201.39,35125.69,34017.16,34415.86
1611158400,241.57800335,35189.09,35311.31,33420.11,34195.39
1611172800,122.08108222,35473.55,35649.71,34499.99,35193.4
1611187200,146.99429766,34561.59,35595.98,34248.18,35469.08
1611201600,135.83764706,34620.0,35000.0,33986.58,34562.68
1611216000,533.06930012,32213.23,34671.63,32030.35,34620.58
1611230400,580.00797262,31399.2,32780.0,31045.45,32215.73
1611244800,255.32684387,32492.89,32717.08,31049.0,31396.06
1611259200,339.8910335,30838.73,32533.99,30083.0,32473.56
1611273600,853.85760117,30944.67,31016.05,28856.86,30861.58
1611288000,343.890079,30846.13,32066.02,30630.62,30945.66
1611302400,451.29565491,31713.795,32000.0,30505.61,30848.03
1611316800,280.20745743,32450.52,32748.66,31329.51828125,31714.02
1611331200,288.44781901,33589.67,33613.785,31969.6925,32453.185
1611345600,226.20642182,32949.21,33806.968125,32609.275,33590.0
1611360000,266.79595427,32373.81,32971.1,32063.66,32949.295
1611374400,237.576958,32931.185,33440.965,32272.725,32368.67
1611388800,327.65745386,31649.81,33102.9375,31516.325,32931.36
1611403200,228.57803357,31880.21,32286.99,31400.835,31649.33
1611417600,145.7438216,32346.705,32498.995,31772.7,31879.545
1611432000,108.1322718,32079.22,32517.105,31818.18,32346.985
1611446400,146.11727081,32473.285,32473.285,31632.6525,32077.91
1611460800,193.82663662,32793.355,33070.14,32333.64,32473.29
1611475200,158.34601977,32830.99,33000.0,32473.295,32793.28
1611489600,212.12217929,31957.565,32933.085,31864.01,32831.0
1611504000,231.36737177,31300.38,32139.8675,30922.39,31957.57
1611518400,140.09488929,32262.785,32359.545,31247.52,31301.1
1611532800,333.75446545,33569.8175,33660.0,32183.73,32262.79
1611547200,214.56841547,33357.5075,33790.86,33061.23,33569.8025
1611561600,213.98340644,33179.815,33537.325,32761.9,33348.53
1611576000,438.3069891,34440.55,34848.48,33047.87,33183.69
1611590400,237.96404658,33409.0,34598.0,33362.51,34454.24
1611604800,316.21010211,32273.955,33462.79,31932.12,33412.26
1611619200,313.91045081,31520.31,32831.17,31468.8,32272.67
1611633600,358.75228311,31639.415,32320.975,31100.0,31518.82
1611648000,355.9313597,31793.785,32436.415,31371.625,31639.415
1611662400,452.75049366,31745.305,31969.6875,30832.67,31793.79
1611676800,338.81845927,32205.31,32401.325,31287.02,31746.19
1611691200,283.90175833,32473.685,32880.0,31862.2725,32205.69
1611705600,270.45484933,31793.415,32549.925,31572.915,32473.685
1611720000,265.72713331,31752.43,32017.895,31354.205,31793.65
1611734400,460.79167112,30632.4,31750.4,30589.09,31750.4
1611748800,1023.79552848,30323.32,31052.31,29250.08,30632.4
1611763200,570.67053508,30733.275,30934.98,29502.895,30323.3
1611777600,534.48152201,30353.185,31639.2,30086.13,30734.53
1611792000,537.82601584,31402.225,31500.0,29840.95,30352.625
1611806400,424.04341187,31166.265,31864.01,31037.2,31402.86
1611820800,483.9492675,31440.565,31591.96,30816.635,31166.835
1611835200,694.06815218,31923.365,32197.83,31168.09,31440.78
1611849600,558.46281755,32565.51,32736.83875,31653.42,31925.61
1611864000,703.29926633,33331.04,33748.64,32411.0825,32563.905
1611878400,1014.19938704,33718.68,34276.005,33295.8,33331.69
1611892800,726.27171296,32268.05,33917.84,31904.57,33715.69
1611907200,2178.04259633,37022.0,37966.0,32021.94,32268.035
1611921600,1093.95851705,37101.041875,38500.0,36487.93,37023.585
1611936000,910.89808045,34323.045,37521.9975,33522.07,37101.041875
1611950400,714.65365878,34235.665,35333.31,33729.01,34341.67
1611964800,793.08092408,33269.04,34918.36,32848.48,34246.68
1611979200,421.84421051,34045.925,34186.4375,33134.515,33268.78
1611993600,498.08893824,33597.99,34413.3,33497.21,34045.495
1612008000,446.03347549,34211.505,34499.0,33432.97,33597.485
1612022400,422.6947672,34288.425,34404.265,33520.0,34209.625
1612036800,275.76530655,34269.02,34766.66,33975.88,34288.92
1612051200,335.32879109,33927.685,34340.76,33661.91,34266.425
1612065600,236.03735611,33608.0,34117.015,33454.565,33927.69
1612080000,288.61880655,33564.195,33827.7275,33216.045,33608.065
1612094400,453.7800455,32864.25,34222.09,32570.09,33565.64
1612108800,409.52554259,32811.87,33073.32,32172.24,32865.61
1612123200,284.81700712,33102.95625,33241.25,32495.93,32809.67
1612137600,381.79376143,33573.07,33818.28,32306.285,33102.95625
1612152000,411.33533224,33796.635,34389.8,33292.255,33568.97
1612166400,559.88342181,34182.29,34684.0,33583.12,33794.69
1612180800,420.53439315,33164.57,34442.89,33163.305,34183.43
1612195200,223.96403316,33828.63,34061.215,33147.795,33165.6
1612209600,193.91350024,33523.01,34036.825,33397.86,33833.85
1612224000,255.73883218,33553.52,34146.1725,33432.4525,33527.01
1612238400,298.94292265,34232.955,34392.27,33500.295,33553.84
1612252800,554.13503311,34707.42,35633.325,34099.925,34229.53
1612267200,329.77749041,34707.415,35196.0,34371.49,34710.05
1612281600,371.6351706,35746.885,35769.2275,34568.89,34707.415
1612296000,282.74114939,35476.6525,35978.275,35469.865,35747.08
1612310400,312.03237791,36405.84,36493.59875,35373.615,35476.6525
1612324800,329.07099328,36297.525,36825.9975,36237.075,36406.33
1612339200,357.1775472,35962.23,36298.7175,35541.685,36297.21
1612353600,398.38028413,36842.73,36890.0,35823.72,35962.23
1612368000,393.9214561,36800.855,37200.12,36650.0,36841.27
1612382400,345.38835365,37619.295,37650.0,36653.2,36799.52
1612396800,458.67835504,37493.305,38292.15,37372.22,37619.295
1612411200,347.30065189,37836.975,38181.8075,37355.94,37497.42
1612425600,670.00900509,37326.58,38679.58,36800.0,37836.975
1612440000,446.19615712,36562.29,37749.95,36173.46125,37327.39
1612454400,318.8960323,37461.6625,37491.74,36414.9325,36563.58
1612468800,300.27525148,36933.845,37777.725,36854.64,37461.665
1612483200,395.73890501,37349.655,37391.295,36583.13125,36939.66
1612497600,272.82083372,37656.06,37704.5775,37002.57,37350.44
1612512000,309.51774265,37682.985,37765.0,37205.84,37655.585
